symbol,datetime,NaOb_r,NbOa_r,NaOb_s,NbOa_s,bid1,ask1,odd_bid1,odd_ask11,bidQty1,askQty1,odd_bidQty1,odd_ask1Qty1,triggerbyOdd
2609,2022-10-21 09:30:13.319641,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,19.0,816.0,863.0,True
2609,2022-10-21 09:30:13.374893,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,19.0,816.0,863.0,False
2609,2022-10-21 09:30:13.420017,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,19.0,816.0,863.0,False
2609,2022-10-21 09:30:14.557436,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,19.0,816.0,863.0,False
2609,2022-10-21 09:30:14.680100,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,19.0,816.0,863.0,False
2609,2022-10-21 09:30:14.746212,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,19.0,816.0,863.0,False
2609,2022-10-21 09:30:14.953583,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,18.0,816.0,863.0,False
2609,2022-10-21 09:30:15.085874,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,18.0,816.0,863.0,False
2609,2022-10-21 09:30:15.203736,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,19.0,816.0,863.0,False
2609,2022-10-21 09:30:15.665719,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,19.0,816.0,863.0,False
2609,2022-10-21 09:30:16.157533,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,20.0,816.0,863.0,False
2609,2022-10-21 09:30:17.000881,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,20.0,816.0,863.0,False
2609,2022-10-21 09:30:17.243160,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,20.0,816.0,863.0,False
2609,2022-10-21 09:30:17.537575,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,19.0,816.0,863.0,False
2609,2022-10-21 09:30:17.966567,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,14.0,816.0,863.0,False
2609,2022-10-21 09:30:18.309967,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,13.0,816.0,863.0,False
2609,2022-10-21 09:30:18.998919,0.0,-0.003231017770597644,0.0,-0.19999999999999574,61.7,61.8,61.8,61.9,309.0,13.0,816.0,863.0,False
2609,2022-10-21 09:30:19.555553,-0.001615508885298933,-0.001615508885298933,-0.10000000000000142,-0.10000000000000142,61.8,61.9,61.8,61.9,7.0,95.0,816.0,863.0,False
