symbol,datetime,NaOb_r,NbOa_r,NaOb_s,NbOa_s,bid1,ask1,odd_bid1,odd_ask11,bidQty1,askQty1,odd_bidQty1,odd_ask1Qty1,triggerbyOdd
0050,2022-10-21 09:34:13.283261,0.0,-0.0015075376884422509,0.0,-0.15000000000000568,99.35,99.45,99.45,99.5,4.0,114.0,1018.0,314.0,True
0050,2022-10-21 09:34:13.329743,0.0005030181086518315,-0.0015075376884422509,0.04999999999999716,-0.15000000000000568,99.35,99.4,99.45,99.5,4.0,102.0,1018.0,314.0,False
0050,2022-10-21 09:34:13.386030,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,112.0,1018.0,314.0,False
0050,2022-10-21 09:34:13.454380,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,10.0,1018.0,314.0,False
0050,2022-10-21 09:34:13.538927,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,10.0,1018.0,314.0,False
0050,2022-10-21 09:34:13.602555,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,10.0,1018.0,314.0,False
0050,2022-10-21 09:34:13.943037,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,10.0,1018.0,314.0,False
0050,2022-10-21 09:34:14.798412,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,10.0,1018.0,314.0,False
0050,2022-10-21 09:34:15.694946,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,10.0,1018.0,314.0,False
0050,2022-10-21 09:34:15.694979,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:15.781395,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:15.956598,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:16.081061,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:16.958298,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:18.911176,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:18.911520,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:19.085096,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:19.223924,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:19.596489,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:19.667576,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:19.993111,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:20.461130,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:20.472940,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:21.381214,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1018.0,314.0,False
0050,2022-10-21 09:34:23.320355,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,True
0050,2022-10-21 09:34:25.861923,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:26.126270,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:26.733880,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:26.978412,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:27.209648,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:27.209777,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:27.282065,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:27.513084,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:27.584943,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:30.063694,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,118.0,1218.0,324.0,False
0050,2022-10-21 09:34:30.259270,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,13.0,119.0,1218.0,324.0,False
0050,2022-10-21 09:34:30.970705,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,12.0,119.0,1218.0,324.0,False
0050,2022-10-21 09:34:31.384928,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,12.0,119.0,1218.0,324.0,False
0050,2022-10-21 09:34:32.256199,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1218.0,324.0,False
0050,2022-10-21 09:34:32.329221,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1218.0,324.0,False
0050,2022-10-21 09:34:33.358468,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,True
0050,2022-10-21 09:34:33.933980,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:33.939246,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:34.007022,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:34.012348,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:34.128044,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:34.286820,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:34.428584,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:34.718476,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:34.898343,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:34.977187,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:35.019940,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:35.142831,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:35.300229,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:36.514746,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:36.586111,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:36.720276,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:36.786403,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:37.020393,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:38.170778,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,119.0,1318.0,324.0,False
0050,2022-10-21 09:34:38.206911,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1318.0,324.0,False
0050,2022-10-21 09:34:38.274386,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1318.0,324.0,False
0050,2022-10-21 09:34:40.095999,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1318.0,324.0,False
0050,2022-10-21 09:34:40.096151,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1318.0,324.0,False
0050,2022-10-21 09:34:40.214186,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1318.0,324.0,False
0050,2022-10-21 09:34:40.486139,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1318.0,324.0,False
0050,2022-10-21 09:34:40.554556,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1318.0,324.0,False
0050,2022-10-21 09:34:41.965132,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1318.0,324.0,False
0050,2022-10-21 09:34:43.081823,0.0005030181086518315,-0.0015075376884422509,0.04999999999999716,-0.15000000000000568,99.35,99.4,99.45,99.5,1.0,111.0,1318.0,324.0,False
0050,2022-10-21 09:34:43.396581,0.0005030181086518315,-0.0015075376884422509,0.04999999999999716,-0.15000000000000568,99.35,99.4,99.45,99.5,1.0,111.0,1324.0,420.0,True
0050,2022-10-21 09:34:43.858510,0.0005030181086518315,-0.0015075376884422509,0.04999999999999716,-0.15000000000000568,99.35,99.4,99.45,99.5,1.0,111.0,1324.0,420.0,False
0050,2022-10-21 09:34:43.858817,0.0005030181086518315,-0.0015075376884422509,0.04999999999999716,-0.15000000000000568,99.35,99.4,99.45,99.5,1.0,111.0,1324.0,420.0,False
0050,2022-10-21 09:34:44.662354,0.0005030181086518315,-0.0015075376884422509,0.04999999999999716,-0.15000000000000568,99.35,99.4,99.45,99.5,1.0,111.0,1324.0,420.0,False
0050,2022-10-21 09:34:46.150501,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1324.0,420.0,False
0050,2022-10-21 09:34:46.918155,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1324.0,420.0,False
0050,2022-10-21 09:34:46.960205,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1324.0,420.0,False
0050,2022-10-21 09:34:47.022645,0.0005030181086518315,-0.0020100502512563345,0.04999999999999716,-0.20000000000000284,99.3,99.4,99.45,99.5,11.0,111.0,1324.0,420.0,False
