ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,datetime
1638435615695941000,41.35,569,41.3,13,41.35,13,2,2021-12-02 09:00:15
1638435615729815000,41.35,13,41.3,13,41.4,15,1,2021-12-02 09:00:15
1638435615746795000,41.3,2,41.3,11,41.35,2,2,2021-12-02 09:00:15
1638435615748528000,41.35,2,41.3,11,41.4,15,1,2021-12-02 09:00:15
1638435615764432000,41.3,1,41.3,10,41.4,15,2,2021-12-02 09:00:15
1638435615827460000,41.3,2,41.3,8,41.35,22,2,2021-12-02 09:00:15
1638435615831373000,41.3,2,41.3,6,41.35,22,2,2021-12-02 09:00:15
1638435615853060000,41.3,6,41.25,2,41.35,22,2,2021-12-02 09:00:15
1638435618717551000,41.3,1,41.25,2,41.35,22,1,2021-12-02 09:00:18
1638435619635020000,41.35,2,41.25,2,41.35,20,1,2021-12-02 09:00:19
1638435620002045000,41.25,1,41.25,1,41.35,20,2,2021-12-02 09:00:20
1638435621445482000,41.25,1,41.2,14,41.3,25,2,2021-12-02 09:00:21
1638435621446301000,41.2,1,41.2,13,41.3,25,2,2021-12-02 09:00:21
1638435621610490000,41.2,1,41.2,12,41.3,25,2,2021-12-02 09:00:21
1638435621649505000,41.2,12,41.15,11,41.3,25,2,2021-12-02 09:00:21
1638435621696933000,41.3,5,41.15,11,41.3,20,1,2021-12-02 09:00:21
1638435622841785000,41.2,3,41.15,11,41.35,21,2,2021-12-02 09:00:22
1638435623642977000,41.3,1,41.15,11,41.35,21,1,2021-12-02 09:00:23
1638435623864890000,41.15,6,41.15,5,41.35,21,2,2021-12-02 09:00:23
1638435624172792000,41.25,1,41.15,5,41.35,21,1,2021-12-02 09:00:24
1638435624317790000,41.15,1,41.15,4,41.35,21,2,2021-12-02 09:00:24
1638435626200889000,41.3,5,41.15,4,41.35,21,1,2021-12-02 09:00:26
1638435627264719000,41.2,1,41.2,2,41.35,20,2,2021-12-02 09:00:27
1638435627571677000,41.2,2,41.15,6,41.35,20,2,2021-12-02 09:00:27
1638435627701086000,41.3,1,41.15,6,41.35,20,1,2021-12-02 09:00:27
1638435629633181000,41.25,1,41.2,5,41.3,3,2,2021-12-02 09:00:29
1638435631077912000,41.3,1,41.2,15,41.3,18,1,2021-12-02 09:00:31
1638435631228554000,41.3,1,41.2,15,41.3,18,1,2021-12-02 09:00:31
1638435631293647000,41.3,2,41.2,15,41.3,16,1,2021-12-02 09:00:31
1638435631574416000,41.3,5,41.2,15,41.3,12,1,2021-12-02 09:00:31
1638435632036838000,41.2,2,41.2,13,41.3,13,2,2021-12-02 09:00:32
1638435632115377000,41.2,1,41.2,12,41.3,13,2,2021-12-02 09:00:32
1638435632163163000,41.2,2,41.2,10,41.3,13,2,2021-12-02 09:00:32
1638435632274283000,41.2,2,41.2,8,41.3,13,2,2021-12-02 09:00:32
1638435632385279000,41.2,2,41.2,7,41.3,13,2,2021-12-02 09:00:32
1638435632478288000,41.3,2,41.2,7,41.3,11,1,2021-12-02 09:00:32
