ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,datetime
1654851606797146000,13.5,265,13.45,7,13.5,76,2,2022-06-10 09:00:06
1654851612802361000,13.5,1,13.45,7,13.5,75,1,2022-06-10 09:00:12
1654851613942507000,13.45,1,13.45,6,13.5,75,2,2022-06-10 09:00:13
1654851615729445000,13.5,2,13.45,6,13.5,75,1,2022-06-10 09:00:15
1654851616785764000,13.5,1,13.45,6,13.5,74,1,2022-06-10 09:00:16
1654851620840542000,13.5,2,13.45,7,13.5,74,1,2022-06-10 09:00:20
1654851622625043000,13.45,4,13.45,3,13.5,74,2,2022-06-10 09:00:22
1654851624421879000,13.5,5,13.45,3,13.5,70,1,2022-06-10 09:00:24
1654851624862440000,13.45,3,13.4,103,13.5,70,2,2022-06-10 09:00:24
1654851624862440000,13.4,2,13.4,103,13.5,70,2,2022-06-10 09:00:24
1654851626823546000,13.5,10,13.4,103,13.5,60,1,2022-06-10 09:00:26
1654851627448572000,13.45,2,13.45,8,13.5,60,2,2022-06-10 09:00:27
1654851627812947000,13.45,2,13.45,6,13.5,60,2,2022-06-10 09:00:27
1654851630010743000,13.45,2,13.45,4,13.5,60,2,2022-06-10 09:00:30
1654851631739078000,13.45,1,13.45,3,13.5,60,2,2022-06-10 09:00:31
1654851632217722000,13.45,3,13.4,103,13.45,1,2,2022-06-10 09:00:32
1654851632261817000,13.45,1,13.4,103,13.5,60,1,2022-06-10 09:00:32
1654851632798066000,13.45,1,13.4,103,13.45,7,1,2022-06-10 09:00:32
1654851632900724000,13.45,1,13.4,103,13.45,6,1,2022-06-10 09:00:32
1654851633337125000,13.45,1,13.4,104,13.45,15,1,2022-06-10 09:00:33
1654851634208855000,13.45,1,13.4,104,13.45,14,1,2022-06-10 09:00:34
1654851635031029000,13.45,1,13.4,104,13.45,15,1,2022-06-10 09:00:35
1654851636131455000,13.4,20,13.4,84,13.45,15,2,2022-06-10 09:00:36
1654851637277139000,13.45,10,13.4,84,13.45,5,1,2022-06-10 09:00:37
1654851638522481000,13.4,1,13.4,83,13.45,11,2,2022-06-10 09:00:38
1654851638680270000,13.45,2,13.4,83,13.45,9,1,2022-06-10 09:00:38
1654851641159568000,13.45,1,13.4,90,13.45,8,1,2022-06-10 09:00:41
1654851642998630000,13.4,1,13.4,91,13.45,8,2,2022-06-10 09:00:42
1654851644440910000,13.45,8,13.45,2,13.5,60,1,2022-06-10 09:00:44
1654851645266488000,13.5,1,13.45,2,13.5,59,1,2022-06-10 09:00:45
