symbol,datetime,NaOb_r,NbOa_r,NaOb_s,NbOa_s,bid1,ask1,odd_bid1,odd_ask1,bidQty1,askQty1,odd_bidQty1,odd_askQty1,simulate,triggerbyOdd
2615,2022-10-26 09:39:26.682852,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,14.0,2.0,105.0,400.0,True,True
2615,2022-10-26 09:39:26.675739,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,14.0,2.0,105.0,400.0,False,False
2615,2022-10-26 09:39:26.773416,-0.0045045045045044585,0.0,-0.29999999999999716,0.0,66.4,66.6,66.3,66.4,14.0,16.0,105.0,400.0,False,False
2615,2022-10-26 09:39:26.808574,-0.0045045045045044585,0.0,-0.29999999999999716,0.0,66.4,66.6,66.3,66.4,13.0,16.0,105.0,400.0,False,False
2615,2022-10-26 09:39:27.693114,-0.0045045045045044585,0.0,-0.29999999999999716,0.0,66.4,66.6,66.3,66.4,13.0,18.0,105.0,400.0,False,False
2615,2022-10-26 09:39:27.693185,-0.0045045045045044585,0.0,-0.29999999999999716,0.0,66.4,66.6,66.3,66.4,13.0,18.0,105.0,400.0,False,False
2615,2022-10-26 09:39:28.346806,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,18.0,105.0,400.0,False,False
2615,2022-10-26 09:39:28.577353,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,18.0,105.0,400.0,False,False
2615,2022-10-26 09:39:28.626797,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,18.0,105.0,400.0,False,False
2615,2022-10-26 09:39:28.695935,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,18.0,105.0,400.0,False,False
2615,2022-10-26 09:39:29.729162,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,18.0,105.0,400.0,False,False
2615,2022-10-26 09:39:29.827173,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,18.0,105.0,400.0,False,False
2615,2022-10-26 09:39:29.913819,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,18.0,105.0,400.0,False,False
2615,2022-10-26 09:39:30.027485,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,17.0,105.0,400.0,False,False
2615,2022-10-26 09:39:33.004859,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,17.0,105.0,400.0,False,False
2615,2022-10-26 09:39:34.067747,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,2.0,17.0,105.0,400.0,False,False
2615,2022-10-26 09:39:34.258368,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,2.0,17.0,105.0,400.0,False,False
2615,2022-10-26 09:39:34.647619,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,2.0,15.0,105.0,400.0,False,False
2615,2022-10-26 09:39:36.712973,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,2.0,15.0,155.0,400.0,True,True
2615,2022-10-26 09:39:37.013241,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,15.0,155.0,400.0,False,False
2615,2022-10-26 09:39:37.660577,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,15.0,155.0,400.0,False,False
2615,2022-10-26 09:39:38.704248,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,15.0,155.0,400.0,False,False
2615,2022-10-26 09:39:38.707730,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,17.0,155.0,400.0,False,False
2615,2022-10-26 09:39:39.374772,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,18.0,155.0,400.0,False,False
2615,2022-10-26 09:39:39.378854,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,18.0,155.0,400.0,False,False
2615,2022-10-26 09:39:41.183781,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,20.0,155.0,400.0,False,False
2615,2022-10-26 09:39:42.541079,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,25.0,155.0,400.0,False,False
2615,2022-10-26 09:39:44.022646,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,26.0,155.0,400.0,False,False
2615,2022-10-26 09:39:44.049675,-0.0045045045045044585,0.0,-0.29999999999999716,0.0,66.4,66.6,66.3,66.4,13.0,26.0,155.0,400.0,False,False
2615,2022-10-26 09:39:44.078484,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,13.0,1.0,155.0,400.0,False,False
2615,2022-10-26 09:39:44.424893,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,13.0,1.0,155.0,400.0,False,False
2615,2022-10-26 09:39:44.469215,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,26.0,155.0,400.0,False,False
2615,2022-10-26 09:39:45.419558,-0.0045045045045044585,0.001506024096385561,-0.29999999999999716,0.09999999999999432,66.5,66.6,66.3,66.4,1.0,26.0,155.0,400.0,False,False
2615,2022-10-26 09:39:46.750261,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,1.0,26.0,14542.0,400.0,True,True
2615,2022-10-26 09:39:52.721486,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,1.0,24.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:52.752774,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,13.0,24.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:52.967584,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,13.0,24.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:53.021818,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,15.0,24.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:53.170412,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,15.0,24.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:53.260506,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,25.0,24.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:53.576510,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,26.0,24.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:53.746972,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,26.0,22.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:53.778681,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,24.0,22.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:53.750273,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,26.0,22.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:54.391894,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,24.0,22.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:55.047820,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,24.0,22.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:56.740328,-0.006006006006005871,0.0,-0.3999999999999915,0.0,66.4,66.6,66.2,66.4,24.0,22.0,14542.0,400.0,False,False
2615,2022-10-26 09:39:56.824591,-0.0045045045045044585,0.0,-0.29999999999999716,0.0,66.4,66.6,66.3,66.4,24.0,22.0,1595.0,400.0,True,True
2615,2022-10-26 09:40:00.912657,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,24.0,1.0,1595.0,400.0,False,False
2615,2022-10-26 09:40:01.679608,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,24.0,1.0,1595.0,400.0,False,False
2615,2022-10-26 09:40:01.735834,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,24.0,5.0,1595.0,400.0,False,False
2615,2022-10-26 09:40:02.544302,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,24.0,5.0,1595.0,400.0,False,False
2615,2022-10-26 09:40:03.956831,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,24.0,5.0,1595.0,400.0,False,False
2615,2022-10-26 09:40:04.134634,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,27.0,5.0,1595.0,400.0,False,False
2615,2022-10-26 09:40:04.932482,-0.00300751879699257,0.0,-0.20000000000000284,0.0,66.4,66.5,66.3,66.4,27.0,10.0,1595.0,400.0,False,False
2615,2022-10-26 09:40:06.312974,-0.004511278195488688,0.0,-0.29999999999999716,0.0,66.4,66.5,66.2,66.4,27.0,10.0,4218.0,400.0,False,True
2615,2022-10-26 09:40:10.537714,-0.004511278195488688,0.0,-0.29999999999999716,0.0,66.4,66.5,66.2,66.4,27.0,8.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:10.538603,-0.004511278195488688,0.0,-0.29999999999999716,0.0,66.4,66.5,66.2,66.4,27.0,8.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:10.539211,-0.004511278195488688,0.0,-0.29999999999999716,0.0,66.4,66.5,66.2,66.4,27.0,2.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:10.552210,-0.004511278195488688,0.0,-0.29999999999999716,0.0,66.4,66.5,66.2,66.4,27.0,2.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:10.669312,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,2.0,24.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:10.564726,-0.004511278195488688,0.0,-0.29999999999999716,0.0,66.4,66.5,66.2,66.4,27.0,2.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:10.701595,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,4.0,22.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:10.906642,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,4.0,22.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:10.952494,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,6.0,22.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:11.613691,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,6.0,22.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:11.648500,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,8.0,22.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:12.545675,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,8.0,22.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:13.651474,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,11.0,22.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:14.062111,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,11.0,22.0,4218.0,400.0,False,False
2615,2022-10-26 09:40:16.386624,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,11.0,22.0,14208.0,300.0,True,True
2615,2022-10-26 09:40:17.959601,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,11.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:18.573932,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,11.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:18.666913,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,11.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:18.677642,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,11.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:18.842848,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,11.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:18.882533,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,12.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:19.275143,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,13.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:21.975132,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,14.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:24.082902,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:26.067646,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:26.446178,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,22.0,14208.0,300.0,True,True
2615,2022-10-26 09:40:26.618082,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:26.698910,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,21.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:27.162476,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,21.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:27.664408,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,22.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:28.594048,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,24.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:32.686141,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,24.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:33.343420,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,24.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:34.228419,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,24.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:34.236315,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,24.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:34.251666,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,24.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:36.427378,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,24.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:36.524614,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,18.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:36.554390,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,18.0,14208.0,300.0,False,False
2615,2022-10-26 09:40:36.681247,-0.006006006006005871,0.001506024096385561,-0.3999999999999915,0.09999999999999432,66.5,66.6,66.2,66.4,16.0,18.0,14208.0,300.0,False,False
