EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2004-06-15,2004-06-30,15.8,17.38,23,25,47,0,95,15,-1675,-0.106,17.4,0.1013,15.8,0.0
2004-07-19,2004-08-20,15.6,17.16,22,24,47,0,93,32,-1653,-0.106,17.5,0.1218,15.6,0.0
2005-01-10,2005-01-14,13.0,11.7,20,20,39,0,79,4,1221,0.0939,13.0,0.0,11.1,-0.1462
2005-10-13,2005-11-15,7.91,8.7,20,20,24,0,64,33,-854,-0.108,8.9,0.1252,7.91,0.0
2008-01-07,2008-01-23,13.7,12.33,20,20,41,0,81,16,1289,0.0941,13.7,0.0,11.7,-0.146
2008-07-15,2008-08-11,9.35,10.29,20,20,28,0,68,27,-1008,-0.1078,10.85,0.1604,9.35,0.0
2008-10-24,2008-10-28,7.11,6.4,20,20,21,0,61,4,649,0.0913,7.11,0.0,6.16,-0.1336
2008-11-17,2008-11-19,6.4,5.76,20,20,19,0,59,2,581,0.0908,6.4,0.0,5.69,-0.1109
2011-07-11,2011-07-14,20.9,18.81,30,27,63,0,120,3,1970,0.0943,20.9,0.0,17.95,-0.1411
2011-08-04,2011-08-08,17.9,16.11,26,23,54,0,103,4,1687,0.0942,17.9,0.0,15.5,-0.1341
2011-09-27,2011-10-17,15.2,16.72,22,24,46,0,92,20,-1612,-0.1061,16.8,0.1053,15.2,0.0
2011-12-19,2012-01-05,12.4,13.64,20,20,37,0,77,17,-1317,-0.1062,13.85,0.1169,12.4,0.0
2012-07-04,2012-07-16,16.2,14.58,23,21,49,0,93,12,1527,0.0943,16.2,0.0,14.45,-0.108
2014-09-25,2014-10-07,15.4,16.94,22,24,46,0,92,12,-1632,-0.106,17.15,0.1136,15.4,0.0
2015-05-11,2015-06-05,13.0,11.7,20,20,39,0,79,25,1221,0.0939,13.0,0.0,11.6,-0.1077
2015-06-08,2015-06-09,11.0,9.9,20,20,33,0,73,1,1027,0.0934,11.2,0.0182,9.9,-0.1
2016-01-07,2016-03-14,8.4,9.24,20,20,25,0,65,67,-905,-0.1077,9.96,0.1857,8.4,0.0
2018-09-10,2018-10-11,9.9,8.91,20,20,30,0,70,31,920,0.0929,9.9,0.0,8.73,-0.1182
2022-09-05,2022-09-26,15.15,13.63,22,20,45,0,87,21,1433,0.0946,15.15,0.0,13.3,-0.1221
