EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2005-05-31,2005-06-27,11.15,12.27,20,20,33,0,73,27,-1193,-0.107,12.3,0.1031,11.15,0.0
2005-12-15,2006-04-24,10.05,11.06,20,20,30,0,70,130,-1080,-0.1075,11.3,0.1244,10.05,0.0
2007-12-17,2008-01-14,12.0,13.2,20,20,36,0,76,28,-1276,-0.1063,13.3,0.1083,12.0,0.0
2008-09-05,2008-09-09,16.4,18.04,23,26,49,0,98,4,-1738,-0.106,18.15,0.1067,16.4,0.0
2008-10-28,2008-10-31,14.75,16.23,21,23,44,0,88,3,-1568,-0.1063,16.65,0.1288,14.75,0.0
2008-11-10,2008-11-13,15.1,13.59,22,20,45,0,87,3,1423,0.0942,15.1,0.0,12.8,-0.1523
2008-12-29,2009-03-03,12.65,11.38,20,20,38,0,78,64,1192,0.0942,12.65,0.0,11.2,-0.1146
2011-09-26,2011-10-28,13.9,15.29,20,22,42,0,84,32,-1474,-0.106,15.3,0.1007,13.9,0.0
2014-07-11,2014-12-15,28.45,25.61,41,36,85,0,162,157,2678,0.0941,28.45,0.0,25.4,-0.1072
2015-08-19,2015-08-24,21.4,19.26,30,27,64,0,121,5,2019,0.0943,21.4,0.0,18.65,-0.1285
2018-03-26,2018-07-10,22.0,19.8,31,28,66,0,125,106,2075,0.0943,22.0,0.0,19.1,-0.1318
2020-03-02,2020-03-13,17.5,15.75,25,22,52,0,99,11,1651,0.0943,17.5,0.0,15.35,-0.1229
2021-10-04,2022-10-21,20.55,20.05,29,29,62,0,120,382,380,0.0185,20.55,0.0,19.95,-0.0292
