EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2003-08-13,2003-09-04,29.2,26.28,42,37,0,79,158,22,-3078,-0.1054,29.2,0.0,26.1,-0.1062
2004-03-01,2004-03-05,24.9,27.39,35,39,0,82,156,4,2334,0.0937,27.4,0.1004,24.9,0.0
2007-01-04,2007-02-09,27.5,24.75,39,35,0,74,148,36,-2898,-0.1054,27.5,0.0,24.7,-0.1018
2009-08-26,2009-08-28,16.5,14.85,24,21,0,45,90,2,-1740,-0.1055,16.5,0.0,14.8,-0.103
2009-11-04,2009-11-30,24.6,22.14,35,32,0,66,133,26,-2593,-0.1054,24.6,0.0,21.75,-0.1159
2009-12-24,2009-12-28,26.6,29.26,38,42,0,88,168,4,2492,0.0937,29.5,0.109,26.6,0.0
2013-01-14,2013-01-22,3.0,2.7,20,20,0,8,48,8,-348,-0.116,3.0,0.0,2.55,-0.15
2013-03-05,2013-03-08,3.21,3.53,20,20,0,11,51,3,269,0.0838,3.68,0.1464,3.21,0.0
2013-03-28,2013-04-15,3.64,4.0,20,20,0,12,52,18,308,0.0846,4.13,0.1346,3.64,0.0
2013-06-19,2013-07-04,6.34,5.71,20,20,0,17,57,15,-687,-0.1084,6.34,0.0,5.59,-0.1183
2014-07-03,2014-07-29,8.66,7.79,20,20,0,23,63,26,-933,-0.1077,8.66,0.0,7.72,-0.1085
2014-10-29,2014-11-21,67.3,74.03,96,105,0,222,423,23,6307,0.0937,77.0,0.1441,67.3,0.0
2014-12-29,2015-01-05,78.0,85.8,111,122,0,257,490,7,7310,0.0937,86.6,0.1103,78.0,0.0
2015-03-05,2015-04-09,79.5,71.55,113,102,0,215,430,35,-8380,-0.1054,79.5,0.0,68.9,-0.1333
2016-10-25,2016-11-24,40.55,44.61,58,64,0,134,256,30,3804,0.0938,45.45,0.1208,40.55,0.0
2017-06-02,2017-07-17,53.6,58.96,76,84,0,177,337,45,5023,0.0937,59.0,0.1007,53.6,0.0
2017-08-29,2017-09-14,63.7,70.07,91,100,0,210,401,16,5969,0.0937,70.3,0.1036,63.7,0.0
2018-05-10,2018-05-16,93.6,102.96,133,147,0,309,589,6,8771,0.0937,104.0,0.1111,93.6,0.0
2019-04-08,2019-07-15,63.0,69.3,90,99,0,208,397,98,5903,0.0937,69.9,0.1095,63.0,0.0
2019-09-05,2019-09-23,76.9,84.59,110,121,0,254,485,18,7205,0.0937,85.3,0.1092,76.9,0.0
2021-01-08,2021-01-12,96.7,87.03,138,124,0,261,523,4,-10193,-0.1054,96.7,0.0,86.9,-0.1013
2021-04-01,2021-05-03,100.5,90.45,143,129,0,271,543,32,-10593,-0.1054,100.5,0.0,87.5,-0.1294
