EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2003-02-07,2003-02-14,14.65,13.19,21,20,0,40,81,7,-1541,-0.1052,14.65,0.0,13.05,-0.1092
2003-02-24,2003-02-26,15.0,16.5,21,24,0,50,95,2,1405,0.0937,17.1,0.14,15.0,0.0
2003-10-06,2003-10-22,14.65,16.12,21,23,0,48,92,16,1378,0.0941,16.4,0.1195,14.65,0.0
2004-03-03,2004-03-23,20.3,18.27,29,26,0,55,110,20,-2140,-0.1054,20.3,0.0,18.1,-0.1084
2006-11-10,2006-12-05,13.45,14.79,20,21,0,44,85,25,1255,0.0933,15.1,0.1227,13.45,0.0
2007-02-06,2007-06-27,16.15,17.77,23,25,0,53,101,141,1519,0.0941,17.8,0.1022,16.15,0.0
2008-04-11,2008-05-13,17.6,19.36,25,28,0,58,111,32,1649,0.0937,20.3,0.1534,17.6,0.0
2009-10-09,2009-11-11,14.15,15.57,20,22,0,47,89,33,1331,0.0941,15.8,0.1166,14.15,0.0
2009-12-31,2010-01-11,16.05,17.66,23,25,0,53,101,11,1509,0.094,17.7,0.1028,16.05,0.0
2010-12-14,2011-02-10,17.8,19.58,25,28,0,59,112,58,1668,0.0937,19.8,0.1124,17.8,0.0
2012-03-28,2012-10-16,19.7,21.67,28,31,0,65,124,202,1846,0.0937,22.0,0.1168,19.7,0.0
2012-10-17,2013-01-29,22.15,24.37,32,35,0,73,140,104,2080,0.0939,24.4,0.1016,22.15,0.0
2013-12-12,2015-07-31,24.9,22.41,35,32,0,67,134,596,-2624,-0.1054,24.9,0.0,22.0,-0.1165
2016-03-09,2016-11-28,24.15,26.57,34,38,0,80,152,264,2268,0.0939,26.6,0.1014,24.15,0.0
2017-01-12,2017-03-31,28.7,31.57,41,45,0,95,181,78,2689,0.0937,32.1,0.1185,28.7,0.0
2017-04-27,2018-08-13,33.55,30.19,48,43,0,91,182,473,-3542,-0.1056,33.55,0.0,30.1,-0.1028
2021-01-04,2021-04-12,32.15,35.37,46,50,0,106,202,98,3018,0.0939,35.55,0.1058,32.15,0.0
2021-11-12,2022-03-22,36.1,39.71,51,57,0,119,227,130,3383,0.0937,39.9,0.1053,36.1,0.0
