EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2003-08-14,2004-02-19,30.0,33.0,43,47,0,99,189,189,2811,0.0937,33.5,0.1167,30.0,0.0
2006-03-01,2006-11-27,31.2,34.32,44,49,0,103,196,271,2924,0.0937,34.4,0.1026,31.2,0.0
2006-12-20,2007-04-02,35.0,38.5,50,55,0,116,221,103,3279,0.0937,38.6,0.1029,35.0,0.0
2007-05-22,2007-07-16,40.2,44.22,57,63,0,133,253,55,3767,0.0937,44.4,0.1045,40.2,0.0
2008-05-14,2008-06-25,51.4,46.26,73,66,0,139,278,42,-5418,-0.1054,51.4,0.0,46.0,-0.1051
2009-02-09,2009-03-11,33.75,30.38,48,43,0,91,182,30,-3552,-0.1052,33.75,0.0,30.3,-0.1022
2009-06-29,2009-12-16,35.1,38.61,50,55,0,116,221,170,3289,0.0937,38.7,0.1026,35.1,0.0
2010-03-29,2014-06-26,39.0,42.9,56,61,0,129,246,1550,3654,0.0937,43.8,0.1231,39.0,0.0
2014-07-16,2015-08-24,42.45,38.21,60,54,0,115,229,404,-4469,-0.1053,42.45,0.0,37.0,-0.1284
2016-06-16,2019-01-22,40.6,44.66,58,64,0,134,256,950,3804,0.0937,44.7,0.101,40.6,0.0
2019-09-05,2019-11-20,48.3,53.13,69,76,0,159,304,76,4526,0.0937,55.4,0.147,48.3,0.0
2019-12-16,2020-03-19,54.7,49.23,78,70,0,148,296,94,-5766,-0.1054,54.7,0.0,47.35,-0.1344
2020-05-28,2022-07-26,53.7,48.33,77,69,0,145,291,789,-5661,-0.1054,53.7,0.0,48.05,-0.1052
