EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2003-07-24,2003-07-28,8.65,9.52,20,20,0,29,69,4,801,0.0926,9.85,0.1387,8.65,0.0
2003-12-25,2004-01-08,8.5,9.35,20,20,0,28,68,14,782,0.092,9.45,0.1118,8.5,0.0
2004-02-06,2004-02-10,10.25,11.28,20,20,0,34,74,4,956,0.0933,11.7,0.1415,10.25,0.0
2005-12-09,2006-01-04,3.31,3.64,20,20,0,11,51,26,279,0.0843,3.74,0.1299,3.31,0.0
2006-02-16,2006-03-09,4.4,3.96,20,20,0,12,52,21,-492,-0.1118,4.4,0.0,3.95,-0.1023
2009-02-03,2009-02-13,4.3,3.87,20,20,0,12,52,10,-482,-0.1121,4.3,0.0,3.81,-0.114
2009-06-02,2009-06-04,4.97,5.47,20,20,0,16,56,2,444,0.0893,5.68,0.1429,4.97,0.0
2009-07-06,2009-07-27,5.41,5.95,20,20,0,18,58,21,482,0.0891,6.19,0.1442,5.41,0.0
2009-10-16,2009-11-02,9.41,10.35,20,20,0,31,71,17,869,0.0923,10.5,0.1158,9.41,0.0
2009-11-25,2009-12-14,11.3,12.43,20,20,0,37,77,19,1053,0.0932,12.55,0.1106,11.3,0.0
2011-08-30,2011-09-22,21.65,23.82,31,34,0,71,136,23,2034,0.0939,24.25,0.1201,21.65,0.0
2014-02-11,2014-04-08,45.65,50.22,65,72,0,151,288,56,4282,0.0938,50.3,0.1019,45.65,0.0
2014-12-09,2015-02-02,40.45,36.41,58,52,0,109,219,55,-4259,-0.1053,40.45,0.0,35.2,-0.1298
2016-05-30,2016-09-13,34.15,37.57,49,54,0,113,216,106,3204,0.0938,38.15,0.1171,34.15,0.0
