symbol,datetime,NaOb_r,NbOa_r,NaOb_s,NbOa_s,bid1,ask1,odd_bid1,odd_ask1,bidQty1,askQty1,odd_bidQty1,odd_askQty1,simulate,triggerbyOdd
1101,2022-11-08 09:50:23.214987,0.0015873015873015817,-0.004746835443038,0.05000000000000071,-0.15000000000000213,31.45,31.5,31.55,31.6,19.0,249.0,811.0,43834.0,True,True
1101,2022-11-08 09:50:23.124374,0.0015873015873015817,-0.004746835443038,0.05000000000000071,-0.15000000000000213,31.45,31.5,31.55,31.6,19.0,248.0,811.0,43834.0,False,False
1101,2022-11-08 09:50:27.932780,0.0015873015873015817,-0.004746835443038,0.05000000000000071,-0.15000000000000213,31.45,31.5,31.55,31.6,19.0,253.0,811.0,43834.0,False,False
1101,2022-11-08 09:50:28.166040,0.0015873015873015817,-0.004746835443038,0.05000000000000071,-0.15000000000000213,31.45,31.5,31.55,31.6,19.0,253.0,811.0,43834.0,False,False
1101,2022-11-08 09:50:29.159027,0.0015873015873015817,-0.004746835443038,0.05000000000000071,-0.15000000000000213,31.45,31.5,31.55,31.6,19.0,253.0,811.0,43834.0,False,False
1101,2022-11-08 09:50:29.162697,0.0015873015873015817,-0.004746835443038,0.05000000000000071,-0.15000000000000213,31.45,31.5,31.55,31.6,20.0,252.0,811.0,43834.0,False,False
1101,2022-11-08 09:50:31.271140,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,308.0,252.0,811.0,43834.0,False,False
1101,2022-11-08 09:50:32.165227,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,311.0,252.0,811.0,43834.0,False,False
1101,2022-11-08 09:50:33.407630,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,311.0,252.0,1311.0,43834.0,True,True
1101,2022-11-08 09:50:34.871203,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,310.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:35.203725,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,310.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:36.676119,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,310.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:37.473585,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,311.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:37.782960,0.0015873015873015817,-0.004746835443038,0.05000000000000071,-0.15000000000000213,31.45,31.5,31.55,31.6,5.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:38.117442,0.0015873015873015817,-0.004746835443038,0.05000000000000071,-0.15000000000000213,31.45,31.5,31.55,31.6,5.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:38.903863,0.0015873015873015817,-0.004746835443038,0.05000000000000071,-0.15000000000000213,31.45,31.5,31.55,31.6,5.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:39.206756,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,312.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:39.846116,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,312.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:40.532659,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,312.0,252.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:41.304678,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,312.0,256.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:41.711633,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,312.0,256.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:41.711669,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,312.0,258.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:42.242372,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,312.0,258.0,1311.0,43834.0,False,False
1101,2022-11-08 09:50:43.423502,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,312.0,258.0,285.0,43877.0,True,True
1101,2022-11-08 09:50:44.220217,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,312.0,258.0,285.0,43877.0,False,False
1101,2022-11-08 09:50:44.297587,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,313.0,258.0,285.0,43877.0,False,False
1101,2022-11-08 09:50:45.197093,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,313.0,258.0,285.0,43877.0,False,False
1101,2022-11-08 09:50:46.228427,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,313.0,258.0,285.0,43877.0,False,False
1101,2022-11-08 09:50:47.233162,0.0015873015873015817,-0.006329113924050778,0.05000000000000071,-0.20000000000000284,31.4,31.5,31.55,31.6,313.0,258.0,285.0,43877.0,False,False
