ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,datetime
1654678815720902000,26.6,1250,26.6,15,26.65,13,1,2022-06-08 09:00:15
1654678815823164000,26.65,1,26.6,15,26.65,12,1,2022-06-08 09:00:15
1654678815976459000,26.65,1,26.6,15,26.65,11,1,2022-06-08 09:00:15
1654678815984786000,26.65,5,26.6,15,26.65,6,1,2022-06-08 09:00:15
1654678816019295000,26.65,6,26.6,15,26.65,1,1,2022-06-08 09:00:16
1654678816680591000,26.6,1,26.6,14,26.65,1,2,2022-06-08 09:00:16
1654678817302542000,26.65,1,26.6,14,26.7,13,1,2022-06-08 09:00:17
1654678817302542000,26.7,4,26.6,14,26.7,13,1,2022-06-08 09:00:17
1654678817655240000,26.6,2,26.6,12,26.7,13,2,2022-06-08 09:00:17
1654678818310234000,26.6,3,26.6,9,26.7,13,2,2022-06-08 09:00:18
1654678818341559000,26.6,3,26.6,6,26.7,13,2,2022-06-08 09:00:18
1654678818433251000,26.7,1,26.65,5,26.7,12,1,2022-06-08 09:00:18
1654678819051463000,26.65,1,26.65,9,26.7,12,2,2022-06-08 09:00:19
1654678819192590000,26.7,5,26.65,9,26.7,7,1,2022-06-08 09:00:19
1654678819279043000,26.7,1,26.65,9,26.7,6,1,2022-06-08 09:00:19
1654678819447407000,26.65,9,26.6,6,26.7,6,2,2022-06-08 09:00:19
1654678820180545000,26.7,3,26.6,7,26.7,3,1,2022-06-08 09:00:20
1654678820215979000,26.7,3,26.65,1,26.75,15,1,2022-06-08 09:00:20
1654678820264323000,26.65,1,26.6,7,26.75,15,2,2022-06-08 09:00:20
1654678820336763000,26.7,1,26.6,7,26.75,14,1,2022-06-08 09:00:20
1654678820336763000,26.75,1,26.6,7,26.75,14,1,2022-06-08 09:00:20
1654678820383211000,26.75,1,26.6,7,26.75,13,1,2022-06-08 09:00:20
1654678820387188000,26.6,3,26.6,4,26.75,13,2,2022-06-08 09:00:20
1654678820717152000,26.75,1,26.6,16,26.75,12,1,2022-06-08 09:00:20
1654678821349869000,26.7,2,26.65,3,26.7,1,1,2022-06-08 09:00:21
1654678821384188000,26.7,1,26.65,3,26.75,12,1,2022-06-08 09:00:21
1654678821651764000,26.7,1,26.65,4,26.7,9,1,2022-06-08 09:00:21
1654678821661532000,26.7,2,26.65,4,26.7,7,1,2022-06-08 09:00:21
1654678821821264000,26.7,1,26.65,4,26.7,6,1,2022-06-08 09:00:21
1654678821858466000,26.7,1,26.65,4,26.7,5,1,2022-06-08 09:00:21
1654678822195013000,26.65,1,26.65,4,26.7,10,2,2022-06-08 09:00:22
1654678822259426000,26.7,1,26.65,4,26.7,9,1,2022-06-08 09:00:22
1654678822420573000,26.7,1,26.65,4,26.7,8,1,2022-06-08 09:00:22
1654678822482028000,26.7,3,26.65,4,26.7,5,1,2022-06-08 09:00:22
1654678822518004000,26.7,2,26.65,4,26.7,3,1,2022-06-08 09:00:22
1654678822586895000,26.7,1,26.65,4,26.7,2,1,2022-06-08 09:00:22
1654678822620375000,26.7,2,26.65,4,26.75,12,1,2022-06-08 09:00:22
1654678822717908000,26.7,1,26.65,4,26.75,12,1,2022-06-08 09:00:22
1654678822740042000,26.75,1,26.65,4,26.75,11,1,2022-06-08 09:00:22
1654678822776235000,26.75,11,26.65,8,26.8,42,1,2022-06-08 09:00:22
1654678823026290000,26.65,5,26.65,3,26.7,5,2,2022-06-08 09:00:23
1654678823040489000,26.7,5,26.65,3,26.8,27,1,2022-06-08 09:00:23
1654678823040489000,26.8,15,26.65,3,26.8,27,1,2022-06-08 09:00:23
1654678823168141000,26.8,10,26.65,15,26.8,17,1,2022-06-08 09:00:23
1654678823471637000,26.7,1,26.7,2,26.8,17,2,2022-06-08 09:00:23
1654678823689574000,26.8,1,26.7,2,26.8,16,1,2022-06-08 09:00:23
1654678823772585000,26.75,2,26.5,35,26.8,16,2,2022-06-08 09:00:23
1654678823772585000,26.7,2,26.5,35,26.8,16,2,2022-06-08 09:00:23
1654678823772585000,26.65,19,26.5,35,26.8,16,2,2022-06-08 09:00:23
1654678823772585000,26.6,29,26.5,35,26.8,16,2,2022-06-08 09:00:23
1654678823772585000,26.55,3,26.5,35,26.8,16,2,2022-06-08 09:00:23
1654678823772585000,26.5,15,26.5,35,26.8,16,2,2022-06-08 09:00:23
1654678823802343000,26.75,1,26.5,35,26.8,16,1,2022-06-08 09:00:23
1654678824006906000,26.75,2,26.55,1,26.75,10,1,2022-06-08 09:00:24
1654678824044845000,26.75,5,26.55,1,26.75,5,1,2022-06-08 09:00:24
1654678824053935000,26.75,5,26.8,29,26.85,15,1,2022-06-08 09:00:24
1654678824053935000,26.8,16,26.8,29,26.85,15,1,2022-06-08 09:00:24
1654678824076729000,26.8,23,26.8,6,26.85,15,2,2022-06-08 09:00:24
1654678824107857000,26.85,1,26.8,11,26.85,12,1,2022-06-08 09:00:24
1654678824138176000,26.8,11,26.7,1,26.85,12,2,2022-06-08 09:00:24
1654678824206164000,26.7,1,26.65,11,26.85,12,2,2022-06-08 09:00:24
1654678824211179000,26.85,1,26.65,11,26.85,11,1,2022-06-08 09:00:24
1654678824327777000,26.8,10,26.8,5,26.85,12,2,2022-06-08 09:00:24
1654678824329129000,26.85,1,26.8,5,26.85,11,1,2022-06-08 09:00:24
1654678824358378000,26.85,1,26.8,5,26.85,10,1,2022-06-08 09:00:24
1654678824359497000,26.8,5,26.75,1,26.85,10,2,2022-06-08 09:00:24
1654678824793964000,26.85,10,26.75,1,26.9,75,1,2022-06-08 09:00:24
1654678824837717000,26.9,1,26.75,1,26.9,74,1,2022-06-08 09:00:24
1654678825406742000,26.85,5,26.75,1,26.9,75,1,2022-06-08 09:00:25
1654678825551182000,26.9,5,26.75,1,26.9,70,1,2022-06-08 09:00:25
1654678825570949000,26.9,5,26.75,1,26.9,65,1,2022-06-08 09:00:25
1654678825614576000,26.9,5,26.75,1,26.9,60,1,2022-06-08 09:00:25
1654678825683683000,26.9,1,26.75,1,26.9,59,1,2022-06-08 09:00:25
1654678825732362000,26.9,5,26.75,1,26.9,54,1,2022-06-08 09:00:25
1654678825779641000,26.9,10,26.75,1,26.9,44,1,2022-06-08 09:00:25
1654678825908551000,26.85,1,26.75,1,26.85,9,1,2022-06-08 09:00:25
1654678826076218000,26.85,1,26.75,1,26.85,8,1,2022-06-08 09:00:26
1654678826147809000,26.85,5,26.75,1,26.85,3,1,2022-06-08 09:00:26
1654678826233468000,26.85,1,26.75,1,26.85,2,1,2022-06-08 09:00:26
1654678826412164000,26.85,2,26.8,1,26.9,36,1,2022-06-08 09:00:26
1654678826412164000,26.9,8,26.8,1,26.9,36,1,2022-06-08 09:00:26
1654678826551017000,26.9,2,26.8,1,26.9,34,1,2022-06-08 09:00:26
1654678826567220000,26.9,1,26.8,1,26.9,33,1,2022-06-08 09:00:26
1654678826567310000,26.8,1,26.7,10,26.9,33,2,2022-06-08 09:00:26
1654678826567310000,26.75,1,26.7,10,26.9,33,2,2022-06-08 09:00:26
1654678826567310000,26.7,6,26.7,10,26.9,33,2,2022-06-08 09:00:26
1654678826957771000,26.85,1,26.8,1,26.85,6,1,2022-06-08 09:00:26
1654678827021004000,26.8,2,26.75,6,26.85,10,2,2022-06-08 09:00:27
1654678827028692000,26.85,5,26.75,6,26.85,5,1,2022-06-08 09:00:27
1654678827091267000,26.85,5,26.85,1,26.9,33,1,2022-06-08 09:00:27
1654678827559959000,26.9,2,26.85,1,26.9,31,1,2022-06-08 09:00:27
1654678827712394000,26.9,1,26.85,1,26.9,30,1,2022-06-08 09:00:27
1654678827787145000,26.9,3,26.85,1,26.9,27,1,2022-06-08 09:00:27
1654678828063249000,26.9,1,26.85,1,26.9,26,1,2022-06-08 09:00:28
1654678828531125000,26.9,1,26.85,12,26.9,25,1,2022-06-08 09:00:28
1654678828592378000,26.9,6,26.85,12,26.9,19,1,2022-06-08 09:00:28
1654678828764860000,26.9,1,26.85,12,26.9,18,1,2022-06-08 09:00:28
1654678828789537000,26.85,1,26.85,11,26.9,18,2,2022-06-08 09:00:28
1654678828842948000,26.9,1,26.85,11,26.9,17,1,2022-06-08 09:00:28
1654678829178475000,26.9,10,26.85,11,26.9,7,1,2022-06-08 09:00:29
1654678829208211000,26.9,7,26.85,11,26.95,11,1,2022-06-08 09:00:29
1654678829488463000,26.85,10,26.85,1,26.95,11,2,2022-06-08 09:00:29
1654678829625401000,26.95,1,26.85,1,26.95,11,1,2022-06-08 09:00:29
1654678829696115000,26.95,1,26.85,1,26.95,10,1,2022-06-08 09:00:29
1654678829721330000,26.95,2,26.85,1,26.95,8,1,2022-06-08 09:00:29
1654678829997053000,26.95,8,26.85,16,27.0,237,1,2022-06-08 09:00:29
1654678829997053000,27.0,2,26.85,16,27.0,237,1,2022-06-08 09:00:29
1654678830023859000,26.85,1,26.85,15,27.0,237,2,2022-06-08 09:00:30
1654678830201481000,27.0,40,26.85,15,27.0,199,1,2022-06-08 09:00:30
1654678830282547000,27.0,10,26.9,3,27.0,189,1,2022-06-08 09:00:30
1654678830302227000,27.0,50,26.9,3,27.0,139,1,2022-06-08 09:00:30
1654678830343548000,27.0,50,26.9,3,27.0,89,1,2022-06-08 09:00:30
1654678830380462000,27.0,31,26.9,3,27.0,58,1,2022-06-08 09:00:30
1654678830464170000,27.0,50,26.9,3,27.0,8,1,2022-06-08 09:00:30
1654678830499115000,27.0,8,26.9,3,27.05,7,1,2022-06-08 09:00:30
1654678830633506000,27.05,7,26.9,15,27.1,20,1,2022-06-08 09:00:30
1654678830633506000,27.1,3,26.9,15,27.1,20,1,2022-06-08 09:00:30
1654678830648186000,26.9,10,26.9,5,27.1,20,2,2022-06-08 09:00:30
1654678830661833000,27.1,1,26.9,5,27.1,19,1,2022-06-08 09:00:30
1654678830791003000,27.05,7,26.9,5,27.1,18,1,2022-06-08 09:00:30
1654678830791003000,27.1,3,26.9,5,27.1,18,1,2022-06-08 09:00:30
1654678830976534000,27.1,18,27.1,2,27.15,8,1,2022-06-08 09:00:30
1654678831015569000,27.15,8,27.1,2,27.2,44,1,2022-06-08 09:00:31
1654678831015569000,27.2,2,27.1,2,27.2,44,1,2022-06-08 09:00:31
1654678831015734000,27.1,2,27.0,5,27.2,44,2,2022-06-08 09:00:31
1654678831066242000,27.0,1,27.0,4,27.2,44,2,2022-06-08 09:00:31
1654678831158670000,27.2,44,27.1,5,27.25,76,1,2022-06-08 09:00:31
1654678831158670000,27.25,44,27.1,5,27.25,76,1,2022-06-08 09:00:31
1654678831174721000,27.1,5,27.0,10,27.25,76,2,2022-06-08 09:00:31
1654678831389536000,27.05,1,27.05,11,27.2,1,2,2022-06-08 09:00:31
1654678831491985000,27.15,1,27.15,4,27.2,1,1,2022-06-08 09:00:31
1654678831974197000,27.15,4,27.15,2,27.2,3,2,2022-06-08 09:00:31
1654678831992436000,27.2,1,27.15,2,27.2,2,1,2022-06-08 09:00:31
1654678832032401000,27.2,1,27.15,2,27.2,2,1,2022-06-08 09:00:32
1654678832153099000,27.2,2,27.15,2,27.25,74,1,2022-06-08 09:00:32
1654678832153099000,27.25,3,27.15,2,27.25,74,1,2022-06-08 09:00:32
1654678832855119000,27.25,5,27.1,21,27.25,69,1,2022-06-08 09:00:32
1654678833224553000,27.25,3,27.1,21,27.25,66,1,2022-06-08 09:00:33
1654678833485232000,27.2,2,27.1,10,27.25,62,1,2022-06-08 09:00:33
1654678833485232000,27.25,4,27.1,10,27.25,62,1,2022-06-08 09:00:33
1654678833492093000,27.2,1,27.1,10,27.2,4,1,2022-06-08 09:00:33
1654678833584931000,27.2,1,27.1,10,27.2,3,1,2022-06-08 09:00:33
1654678833604415000,27.1,10,27.05,13,27.2,3,2,2022-06-08 09:00:33
1654678833707414000,27.2,3,27.15,1,27.25,51,1,2022-06-08 09:00:33
1654678833707414000,27.25,11,27.15,1,27.25,51,1,2022-06-08 09:00:33
1654678833735335000,27.25,10,27.15,1,27.25,41,1,2022-06-08 09:00:33
1654678833789409000,27.2,10,27.15,1,27.25,41,1,2022-06-08 09:00:33
1654678833901096000,27.15,1,27.05,14,27.15,4,2,2022-06-08 09:00:33
1654678833979571000,27.05,2,27.0,16,27.1,5,2,2022-06-08 09:00:33
1654678833979571000,27.0,8,27.0,16,27.1,5,2,2022-06-08 09:00:33
1654678834065505000,27.1,1,27.0,16,27.1,4,1,2022-06-08 09:00:34
1654678834150790000,27.1,1,27.05,2,27.1,3,1,2022-06-08 09:00:34
1654678834218263000,27.1,3,27.05,2,27.15,16,1,2022-06-08 09:00:34
1654678834288995000,27.15,1,27.05,2,27.15,15,1,2022-06-08 09:00:34
1654678834391489000,27.15,10,27.05,2,27.15,5,1,2022-06-08 09:00:34
1654678834547164000,27.15,1,27.05,2,27.15,4,1,2022-06-08 09:00:34
1654678834555822000,27.15,1,27.05,2,27.15,3,1,2022-06-08 09:00:34
1654678834565155000,27.15,1,27.05,2,27.15,2,1,2022-06-08 09:00:34
1654678834577804000,27.15,1,27.05,2,27.15,1,1,2022-06-08 09:00:34
1654678834589251000,27.15,1,27.05,2,27.2,7,1,2022-06-08 09:00:34
1654678834609220000,27.2,7,27.05,2,27.25,36,1,2022-06-08 09:00:34
